Order ID,Customer ID,Product ID,Product Name,Quantity Ordered,Price,Total Price,Ordered Date
ORD-33763A05,CUST-6180,PROD-869,イヤホン,1,$403.79,$403.79,2024-09-06 09:36:32
ORD-EDBC7131,CUST-2638,PROD-175,付箋,4,$445.38,$1781.52,2024-12-18 12:58:45
ORD-01772C7B,CUST-5345,PROD-235,本棚,2,$216.79,$433.57,2024-12-01 04:09:56
ORD-FCEFC5C2,CUST-7054,PROD-391,USBメモリ,8,$478.0,$3824.0,2024-11-10 12:19:39
ORD-FA8BD21A,CUST-5956,PROD-726,手帳,1,$586.92,$586.92,2025-08-03 22:26:26
ORD-9CAC4649,CUST-5905,PROD-779,マウス,3,$234.43,$703.28,2025-07-10 17:07:44
ORD-2125F295,CUST-2891,PROD-209,コーヒーメーカー,3,$241.31,$723.94,2024-12-18 06:12:26
ORD-DBDB7E50,CUST-5616,PROD-719,充電器,6,$181.23,$1087.4,2025-04-21 07:05:36
ORD-9C4F32C3,CUST-5325,PROD-617,時計,5,$47.72,$238.6,2025-01-16 17:25:18
ORD-9FF61366,CUST-2512,PROD-749,ホッチキス,5,$41.85,$209.27,2025-07-24 14:40:08
ORD-979342C5,CUST-1058,PROD-441,プリンター,5,$144.52,$722.6,2025-02-08 17:42:40
ORD-ED691EE0,CUST-8239,PROD-664,ホッチキス,9,$11.78,$106.02,2024-11-30 03:10:28
ORD-A03A70D4,CUST-2832,PROD-177,外付けHDD,9,$34.81,$313.32,2024-11-23 11:43:09
ORD-F46575A1,CUST-7049,PROD-696,コーヒーメーカー,3,$378.89,$1136.66,2025-03-18 01:17:36
ORD-38F30C12,CUST-3088,PROD-142,電源タップ,6,$38.19,$229.16,2024-11-29 08:29:31
ORD-43C1B62C,CUST-6862,PROD-315,ルーター,2,$312.38,$624.76,2025-03-26 12:07:28
ORD-2EB80F5F,CUST-7658,PROD-735,外付けHDD,4,$145.33,$581.31,2025-07-18 12:33:43
ORD-3EC1DEFF,CUST-3900,PROD-522,デスクトップPC,3,$646.95,$1940.84,2025-01-18 02:20:39
ORD-4E0B8691,CUST-6442,PROD-901,クリアファイル,4,$236.47,$945.87,2024-11-13 13:10:03
ORD-EC9CD0DC,CUST-3608,PROD-906,マウス,7,$37.17,$260.17,2025-08-23 19:40:11
ORD-F927A149,CUST-8711,PROD-327,スピーカー,8,$308.87,$2470.93,2025-02-27 04:24:11
ORD-8373E4AB,CUST-6000,PROD-940,ケーブル,4,$24.01,$96.03,2024-09-27 19:21:57
ORD-2CF43F26,CUST-4164,PROD-508,デスク,5,$63.99,$319.97,2024-09-11 20:47:24
ORD-86A25CA1,CUST-5573,PROD-459,カレンダー,7,$597.1,$4179.7,2024-10-04 15:04:34
ORD-BE3722C3,CUST-9785,PROD-439,デスクトップPC,2,$231.58,$463.16,2025-04-11 02:33:00
ORD-AD9AEE92,CUST-3925,PROD-694,スイッチ,1,$98.05,$98.05,2025-06-10 00:47:12
ORD-42A5C048,CUST-8119,PROD-453,デスクチェア,7,$533.05,$3731.33,2025-01-26 09:10:15
ORD-CEB0EFEE,CUST-9379,PROD-218,ペン,10,$169.43,$1694.27,2024-09-17 20:09:33
ORD-DDA7CB3E,CUST-5173,PROD-145,ホッチキス,1,$457.64,$457.64,2025-01-11 15:00:26
ORD-C6713737,CUST-9821,PROD-803,スピーカー,6,$380.21,$2281.24,2025-08-23 07:17:51
ORD-4A738C14,CUST-2146,PROD-780,デスク,10,$277.63,$2776.33,2025-03-06 07:31:27
ORD-35D4E016,CUST-3041,PROD-837,電源タップ,9,$273.59,$2462.28,2025-08-14 04:31:19
ORD-A28D71D8,CUST-7691,PROD-434,ノート,5,$487.78,$2438.9,2025-07-05 00:57:10
ORD-02F884B7,CUST-3085,PROD-296,クリアファイル,7,$595.18,$4166.26,2024-08-29 21:28:46
ORD-65F96212,CUST-3851,PROD-730,電子レンジ,5,$358.17,$1790.83,2025-05-15 01:24:25
ORD-7AD51A3F,CUST-9977,PROD-953,ノートパソコン,5,$254.04,$1270.2,2025-04-30 20:36:11
ORD-4DAAB959,CUST-4443,PROD-540,冷蔵庫,10,$575.42,$5754.2,2025-03-09 04:09:15
ORD-CB295DF5,CUST-6279,PROD-576,はさみ,8,$593.7,$4749.6,2024-11-30 20:09:58
ORD-5CDF98D7,CUST-4501,PROD-623,電卓,3,$579.04,$1737.12,2025-04-16 00:37:25
ORD-A47D26F4,CUST-2389,PROD-390,カレンダー,10,$296.22,$2962.2,2024-10-05 07:42:04
ORD-B8C530B0,CUST-2530,PROD-938,ルーター,5,$199.63,$998.13,2025-01-30 23:17:26
ORD-C60F1957,CUST-4262,PROD-250,デスクトップPC,1,$217.28,$217.28,2025-02-06 20:54:42
ORD-330DAA62,CUST-8784,PROD-725,イヤホン,8,$365.47,$2923.79,2025-08-07 21:43:02
ORD-B763791A,CUST-4185,PROD-835,ペン,8,$352.55,$2820.43,2025-07-10 12:37:57
ORD-CF7B355A,CUST-4997,PROD-251,ノートパソコン,2,$374.83,$749.65,2024-11-29 14:08:53
ORD-CA27522C,CUST-4585,PROD-280,手帳,8,$47.21,$377.71,2025-02-23 22:18:06
ORD-0A06F823,CUST-5082,PROD-968,モニター,8,$119.85,$958.77,2024-10-29 17:53:03
ORD-E73CEE62,CUST-8612,PROD-783,手帳,9,$523.65,$4712.82,2025-07-23 21:53:53
ORD-8F2BED8A,CUST-6198,PROD-873,はさみ,10,$631.84,$6318.4,2025-07-08 14:01:53
ORD-0FEBEF57,CUST-9270,PROD-536,コーヒーメーカー,8,$142.41,$1139.25,2024-12-12 08:23:42
ORD-94190756,CUST-8777,PROD-560,スイッチ,4,$560.53,$2242.11,2025-04-15 07:02:39
ORD-20FBA983,CUST-5543,PROD-884,手帳,8,$550.99,$4407.95,2025-04-04 09:08:42
ORD-30CEBCDA,CUST-4919,PROD-381,はさみ,2,$626.83,$1253.67,2024-10-20 08:23:06
ORD-04A1DD7E,CUST-5681,PROD-340,ハブ,6,$282.69,$1696.16,2025-05-30 06:28:32
ORD-1BB45F08,CUST-9849,PROD-182,プリンター,3,$205.41,$616.22,2025-03-10 01:11:47
ORD-629EDF13,CUST-7275,PROD-810,外付けHDD,4,$59.45,$237.81,2025-06-05 03:15:44
ORD-281C057D,CUST-7797,PROD-517,デスク,9,$410.46,$3694.14,2025-03-06 18:21:03
ORD-4C166313,CUST-7812,PROD-163,充電器,7,$343.66,$2405.62,2024-08-25 22:10:38
ORD-61782691,CUST-1320,PROD-977,電子レンジ,7,$420.12,$2940.84,2024-12-21 17:00:31
ORD-C496C3C7,CUST-1096,PROD-460,電源タップ,7,$369.47,$2586.31,2024-09-01 19:19:48
ORD-677C7B12,CUST-9818,PROD-865,付箋,10,$196.04,$1960.4,2025-07-29 21:47:12
ORD-20FE8E8A,CUST-8999,PROD-324,ハブ,7,$427.69,$2993.85,2025-07-11 13:41:44
ORD-53BEFAE3,CUST-1475,PROD-498,デスク,7,$636.13,$4452.89,2025-06-24 10:36:41
ORD-D6783894,CUST-3704,PROD-960,定規,3,$547.07,$1641.2,2024-12-15 15:37:29
ORD-C1B90D93,CUST-9751,PROD-127,ノート,10,$496.5,$4965.0,2024-09-15 19:12:56
ORD-8E9F9928,CUST-1444,PROD-185,ホッチキス,3,$406.77,$1220.3,2025-07-11 07:28:23
ORD-044475D2,CUST-3977,PROD-151,スイッチ,7,$289.37,$2025.61,2025-08-05 09:43:54
ORD-12F5BE13,CUST-4467,PROD-565,デスクチェア,6,$334.61,$2007.68,2024-09-25 21:26:59
ORD-729416A5,CUST-5558,PROD-870,クリアファイル,5,$74.9,$374.5,2025-02-18 14:47:38
ORD-1FBA26B3,CUST-8705,PROD-119,付箋,1,$309.13,$309.13,2024-09-19 21:49:19
ORD-98EDBCF0,CUST-4673,PROD-765,イヤホン,1,$662.39,$662.39,2025-05-29 13:48:06
ORD-336B38FC,CUST-1508,PROD-353,スピーカー,1,$546.26,$546.26,2025-05-31 11:30:39
ORD-8C552FB4,CUST-3496,PROD-344,プリンター,8,$588.31,$4706.51,2024-10-11 10:48:33
ORD-6C0595A2,CUST-2874,PROD-677,充電器,8,$614.53,$4916.27,2025-02-14 17:14:53
ORD-4A6823B0,CUST-5198,PROD-885,ファイル,3,$532.77,$1598.3,2025-03-13 20:15:56
ORD-C35D7AB0,CUST-2876,PROD-896,USBメモリ,5,$97.79,$488.93,2024-11-30 04:42:57
ORD-19B7F12D,CUST-1420,PROD-419,電子レンジ,7,$349.93,$2449.53,2025-07-09 06:45:23
ORD-183C64A3,CUST-4249,PROD-177,冷蔵庫,4,$92.37,$369.49,2025-01-26 17:42:51
ORD-C58648E4,CUST-5941,PROD-970,掃除機,2,$497.85,$995.69,2024-11-10 19:27:01
ORD-255766B7,CUST-1672,PROD-455,付箋,7,$581.37,$4069.61,2025-03-10 00:28:19
ORD-404F93DC,CUST-7071,PROD-170,カレンダー,6,$14.39,$86.32,2025-05-18 09:51:33
ORD-F3E5CC60,CUST-7882,PROD-942,時計,2,$382.15,$764.29,2024-11-06 22:26:13
ORD-6C0E878F,CUST-6934,PROD-750,定規,3,$383.87,$1151.6,2024-12-17 04:20:05
ORD-7BF5DF47,CUST-3885,PROD-851,手帳,5,$541.52,$2707.6,2025-08-22 22:48:22
ORD-F1BFF52F,CUST-9817,PROD-893,電卓,8,$383.94,$3071.52,2025-04-19 06:30:57
ORD-93ED85F3,CUST-5397,PROD-430,ルーター,2,$247.06,$494.12,2025-02-01 04:25:25
ORD-1F1EE11F,CUST-8385,PROD-349,定規,10,$536.65,$5366.47,2025-03-02 02:43:26
ORD-514FD191,CUST-7209,PROD-444,デスクトップPC,8,$287.33,$2298.67,2024-10-08 18:16:26
ORD-B26378F9,CUST-3979,PROD-599,充電器,6,$229.08,$1374.48,2024-11-15 12:08:14
ORD-30AD02B8,CUST-6576,PROD-386,掃除機,5,$488.99,$2444.93,2024-12-26 18:41:48
ORD-905F19CD,CUST-1166,PROD-629,スピーカー,2,$214.23,$428.47,2025-03-27 20:38:46
ORD-BC068E19,CUST-7658,PROD-600,コーヒーメーカー,4,$606.79,$2427.17,2024-11-17 11:27:49
ORD-8C2098A2,CUST-8800,PROD-761,時計,8,$18.4,$147.2,2024-11-13 21:00:01
ORD-3FA474E5,CUST-2524,PROD-401,ケーブル,7,$607.82,$4254.74,2024-09-20 13:22:37
ORD-D6F76871,CUST-4986,PROD-413,冷蔵庫,6,$416.87,$2501.24,2025-04-12 10:29:48
ORD-70E0EFE5,CUST-9698,PROD-452,ホッチキス,9,$292.38,$2631.42,2024-11-17 01:13:00
ORD-370E6790,CUST-6764,PROD-819,定規,5,$271.26,$1356.3,2025-07-21 06:55:50
ORD-B7406D08,CUST-5118,PROD-336,モニター,4,$279.06,$1116.24,2025-07-04 14:57:22
ORD-F205C9C8,CUST-2958,PROD-860,付箋,3,$170.7,$512.1,2024-09-20 12:11:28
ORD-26CB6D95,CUST-4545,PROD-856,電卓,5,$636.48,$3182.4,2024-11-20 08:23:23
ORD-A63B210A,CUST-9595,PROD-711,LANケーブル,2,$172.95,$345.91,2025-04-26 05:22:16
ORD-CC007363,CUST-5853,PROD-332,ファイル,3,$267.45,$802.36,2024-11-11 16:45:14
ORD-D555F5CC,CUST-1231,PROD-825,付箋,3,$243.03,$729.08,2024-10-12 21:03:27
ORD-88A3050D,CUST-1745,PROD-155,コーヒーメーカー,5,$612.74,$3063.7,2025-08-01 05:50:01
ORD-B3A61183,CUST-3068,PROD-753,時計,2,$14.05,$28.09,2025-03-21 13:48:49
ORD-A5C66C18,CUST-5658,PROD-580,電卓,8,$301.05,$2408.37,2025-02-13 18:26:07
ORD-CE937765,CUST-4020,PROD-152,スイッチ,8,$103.02,$824.16,2025-06-07 07:37:00
ORD-5B274B0D,CUST-2070,PROD-510,時計,2,$507.54,$1015.08,2025-06-15 15:28:30
ORD-90E90ED1,CUST-1878,PROD-255,外付けHDD,10,$268.83,$2688.27,2024-11-03 00:36:08
ORD-A88FC593,CUST-2395,PROD-354,モニター,9,$366.99,$3302.88,2024-09-29 23:58:08
ORD-4ABA926B,CUST-4697,PROD-894,手帳,7,$396.99,$2778.95,2025-01-29 14:50:40
ORD-B1556DF1,CUST-8253,PROD-404,冷蔵庫,7,$270.17,$1891.21,2025-01-26 21:33:51
ORD-AE5357E7,CUST-1986,PROD-724,マウス,4,$549.91,$2199.65,2025-02-11 17:06:31
ORD-343EE8AF,CUST-4457,PROD-370,キーボード,3,$212.93,$638.78,2025-05-18 02:23:16
ORD-FFCF1EA4,CUST-3847,PROD-665,イヤホン,3,$5.67,$17.0,2025-04-27 19:41:38
ORD-89627BD5,CUST-7693,PROD-561,掃除機,8,$257.83,$2062.67,2025-08-18 22:50:55
ORD-E84E7FBA,CUST-1534,PROD-337,LANケーブル,5,$617.61,$3088.03,2024-09-30 12:57:35
ORD-BC6A8726,CUST-8438,PROD-172,ケーブル,5,$549.51,$2747.57,2025-01-19 06:28:51
ORD-EBC5EDB7,CUST-4241,PROD-535,モニター,9,$199.77,$1797.96,2024-12-27 05:19:44
ORD-5D25C300,CUST-3441,PROD-372,外付けHDD,2,$55.44,$110.88,2025-07-05 08:45:09
ORD-D6A0030B,CUST-3718,PROD-911,電源タップ,10,$657.78,$6577.8,2024-11-24 05:26:35
ORD-AFD59468,CUST-5728,PROD-549,モニター,8,$605.11,$4840.85,2024-11-02 22:50:47
ORD-AEC24F1D,CUST-5982,PROD-816,ノート,5,$440.65,$2203.23,2025-02-05 00:16:09
ORD-991BAAC6,CUST-9847,PROD-605,はさみ,2,$525.9,$1051.8,2025-01-26 06:44:21
ORD-B6A17AB5,CUST-1653,PROD-542,デスクチェア,10,$222.11,$2221.07,2024-12-05 02:33:06
ORD-8379A4BF,CUST-1423,PROD-193,ケーブル,10,$516.37,$5163.67,2024-11-24 15:29:25
ORD-2231E75F,CUST-1339,PROD-883,ハブ,10,$38.49,$384.87,2025-07-27 18:49:46
ORD-B0512824,CUST-3870,PROD-581,手帳,8,$246.39,$1971.09,2025-02-03 00:22:17
ORD-14D501AF,CUST-3973,PROD-699,ホッチキス,8,$83.06,$664.48,2025-07-05 05:55:37
ORD-9FE6D51B,CUST-8700,PROD-456,クリアファイル,6,$283.87,$1703.24,2025-03-14 00:49:23
ORD-808C7611,CUST-2713,PROD-978,USBメモリ,6,$363.03,$2178.2,2024-09-13 03:07:15
ORD-2BA2EA00,CUST-9117,PROD-395,ノート,9,$35.39,$318.54,2025-08-24 10:54:46
ORD-9516BE64,CUST-8451,PROD-190,デスクチェア,5,$285.81,$1429.07,2025-06-26 00:43:06
ORD-260ABFB1,CUST-2899,PROD-891,ノート,9,$4.33,$39.0,2025-08-13 10:19:57
ORD-414DF443,CUST-9889,PROD-573,クリアファイル,1,$167.24,$167.24,2025-07-28 21:55:24
ORD-01905BC2,CUST-9494,PROD-470,洗濯機,8,$549.82,$4398.56,2025-06-30 15:23:14
ORD-3BC1B44B,CUST-8242,PROD-878,スマートフォン,4,$236.69,$946.75,2024-10-25 06:04:30
ORD-3EDA84C8,CUST-9998,PROD-234,LANケーブル,8,$613.47,$4907.79,2025-02-18 11:44:32
ORD-8B4AE1D6,CUST-8941,PROD-224,デスクトップPC,10,$212.43,$2124.33,2024-11-11 12:28:40
ORD-54968BE7,CUST-3594,PROD-418,コーヒーメーカー,1,$485.89,$485.89,2025-01-18 16:40:09
ORD-B2366133,CUST-7684,PROD-195,ケーブル,2,$406.55,$813.09,2024-09-16 01:25:12
ORD-68554760,CUST-2924,PROD-763,外付けHDD,8,$629.51,$5036.05,2025-01-10 15:53:26
ORD-61E74A7D,CUST-5781,PROD-621,ハブ,7,$424.95,$2974.63,2025-08-19 08:50:22
ORD-F5D0493B,CUST-8736,PROD-349,定規,9,$129.72,$1167.48,2024-11-30 05:59:43
ORD-81B5AFE3,CUST-7284,PROD-295,掃除機,9,$655.45,$5899.08,2025-06-07 02:49:19
ORD-5DA02EBE,CUST-3236,PROD-984,イヤホン,5,$365.91,$1829.57,2025-02-07 08:08:04
ORD-D7BAC054,CUST-6568,PROD-906,カレンダー,5,$5.57,$27.87,2025-01-26 16:34:29
ORD-DD540400,CUST-5634,PROD-843,電源タップ,10,$510.07,$5100.73,2025-08-09 04:18:29
ORD-B06210DA,CUST-9022,PROD-986,外付けHDD,8,$473.95,$3791.57,2025-08-23 01:11:38
ORD-F7881D38,CUST-8935,PROD-453,デスク,9,$478.19,$4303.68,2025-03-16 00:22:24
ORD-F3234F57,CUST-7180,PROD-566,デスクチェア,4,$612.81,$2451.25,2025-05-14 05:11:45
ORD-0714DB4F,CUST-4912,PROD-685,ペン,4,$362.27,$1449.09,2024-10-21 01:29:11
ORD-3AF024F9,CUST-1715,PROD-425,電卓,7,$340.69,$2384.85,2024-12-11 17:13:15
ORD-86D1529E,CUST-3492,PROD-607,タブレット,3,$442.24,$1326.72,2025-08-13 07:49:35
ORD-4E90410D,CUST-6439,PROD-990,マウス,8,$90.46,$723.68,2025-03-24 12:54:01
ORD-F749800F,CUST-9617,PROD-567,ノートパソコン,3,$361.57,$1084.72,2025-03-11 01:47:55
ORD-D224001A,CUST-3529,PROD-176,電卓,5,$299.17,$1495.83,2025-05-24 23:29:45
ORD-64B8677C,CUST-7512,PROD-765,キーボード,6,$592.59,$3555.56,2024-09-15 12:34:37
ORD-D42B1EC7,CUST-9742,PROD-489,デスクチェア,8,$476.08,$3808.64,2025-03-26 08:33:24
ORD-3A086E5A,CUST-1588,PROD-732,イヤホン,4,$554.85,$2219.39,2025-02-24 18:04:56
ORD-E3322667,CUST-5708,PROD-332,キーボード,7,$89.35,$625.47,2025-07-02 02:32:32
ORD-7E48C37B,CUST-2646,PROD-554,USBメモリ,5,$28.63,$143.13,2024-10-22 00:30:49
ORD-8FB7649D,CUST-1753,PROD-432,スマートフォン,5,$316.56,$1582.8,2025-08-10 10:32:45
ORD-D32DEFD5,CUST-7141,PROD-541,外付けHDD,4,$467.47,$1869.89,2024-09-23 21:02:06
ORD-59A505FF,CUST-7751,PROD-679,Webカメラ,3,$156.31,$468.92,2024-11-01 08:32:53
ORD-416AE3DE,CUST-2293,PROD-724,ペン,10,$600.26,$6002.6,2025-03-30 07:24:29
ORD-BA7DABF7,CUST-4945,PROD-609,冷蔵庫,3,$206.22,$618.66,2025-04-28 11:50:17
ORD-B46A3E4A,CUST-8555,PROD-753,スイッチ,8,$226.44,$1811.52,2024-11-19 07:55:21
ORD-797628CB,CUST-1153,PROD-923,定規,5,$595.43,$2977.17,2024-10-08 08:30:39
ORD-C1D92BB5,CUST-9955,PROD-261,イヤホン,8,$305.29,$2442.29,2025-07-15 18:43:52
ORD-9569FEED,CUST-5901,PROD-754,ホッチキス,5,$402.52,$2012.6,2024-11-23 08:07:07
ORD-C384CB6A,CUST-5949,PROD-303,ペン,8,$96.53,$772.21,2025-03-30 02:54:02
ORD-2D7E0E97,CUST-4886,PROD-490,電子レンジ,6,$505.61,$3033.64,2025-04-08 04:05:53
ORD-B1573322,CUST-5847,PROD-816,LANケーブル,1,$578.5,$578.5,2025-01-25 07:31:48
ORD-692AD556,CUST-7484,PROD-381,ノートパソコン,10,$602.59,$6025.93,2025-03-26 04:08:33
ORD-F0821DA7,CUST-1803,PROD-720,時計,5,$204.41,$1022.07,2025-03-04 00:12:40
ORD-DF5EB8BB,CUST-6772,PROD-324,スピーカー,10,$222.33,$2223.33,2025-07-31 22:46:30
ORD-AF5F6499,CUST-3240,PROD-743,マウス,1,$273.28,$273.28,2024-11-08 01:35:23
ORD-80AA7E65,CUST-8222,PROD-134,冷蔵庫,6,$643.27,$3859.64,2025-05-13 09:49:58
ORD-AC58C05B,CUST-3153,PROD-192,LANケーブル,6,$656.49,$3938.92,2024-11-20 14:20:30
ORD-1495AEC5,CUST-7807,PROD-279,スピーカー,3,$474.67,$1424.02,2025-01-16 18:45:59
ORD-FA4CF5E3,CUST-6994,PROD-643,カレンダー,5,$147.11,$735.57,2025-04-27 05:04:01
ORD-9B216208,CUST-5210,PROD-944,電卓,5,$655.69,$3278.43,2024-12-12 21:57:21
ORD-C0413859,CUST-6549,PROD-923,モニター,8,$69.13,$553.01,2024-12-18 19:18:19
ORD-B5848CE2,CUST-3306,PROD-872,ケーブル,7,$490.32,$3432.24,2025-05-26 09:28:10
ORD-5C2A57FD,CUST-6992,PROD-192,ノート,1,$234.42,$234.42,2024-09-21 02:55:04
